Matthew Mingde Zeng,use document.documentelement.clientheight to,document.documentelement.clientheight to scroll,to scroll page
Johan,chore: move chord,move chord finder,chord finder &
slskopytko,rdqgjaevwy,"",""
ripamf2991,update nsc413_2.md,nsc413_2.md,""
NewsTools,created text for,text for url,for url [naijanewsagency.com/mino-raiola-aims-incredible-dig-at-man-united-i-wouldnt-take-anyone-there-they-would-ruin-maradona-pele/]
Talon Poole,docs(readme): super important,super important final,important final badgelmfao
kelypso,done.,"",""
Zachary Jacobs,automatically backed up,backed up by,up by learn
LyghtningWither,update currentversionnumber,currentversionnumber,""
andrew,202001010851,"",""
guadguadt,update,"",""
TigerMuskellunge,update lakes.css,lakes.css,""
Li Yin,update readme.md,readme.md,""
Håvar Henriksen,pontoon: update norwegian,update norwegian bokmål,norwegian bokmål (nb-no)
ripamf2991,2020-01-01,"",""
ripamf2991,update nsc413_3.md,nsc413_3.md,""
Matthew Mingde Zeng,use document.documentelement.clientheight to,document.documentelement.clientheight to scroll,to scroll page
zackees,adds google site,google site map,site map
limin0801,upload by picgo,by picgo,picgo
Cms Build,new report generated,report generated 20200101-0152,generated 20200101-0152
otiny,update,"",""
guadguadt,update,"",""
mbatoul,write historical data,historical data script,data script
NewsTools,created text for,text for url,for url [naijanewsagency.com/happy-new-year-how-to-achieve-life-changing-resolutions/]
ripamf2991,update nscrw413.md,nscrw413.md,""
Sharma,updated sever proxy,sever proxy,proxy
serik1987,added loading metadata,loading metadata from,metadata from the
Scott Matsuda,automatically backed up,backed up by,up by learn
Tobias Briones,update readme.md,readme.md,""
otiny,update,"",""
guadguadt,update,"",""
Valerio Proietti,actual readme,readme,""
Rheinard Korf,fix(@aws-amplify/auth): #3855 add,#3855 add identitypoolregion,add identitypoolregion to
ripamf2991,update prog202_1.md,prog202_1.md,""
Juliano Dorigão,menubgsigned-off-by: juliano dorigão,juliano dorigão <jdorigao@gmail.com>,dorigão <jdorigao@gmail.com>
Carlos Cornejo,laravel/ui,"",""
eschul07,update readme.md,readme.md,""
ripamf2991,update n24hr.md,n24hr.md,""
Sean DuBois,add peerconnectionfunctionalitytest.exchangemediacreate two,peerconnectionfunctionalitytest.exchangemediacreate two peerconnections,two peerconnections and
Xackery Xtal,added tag support,tag support,support
Alex Castells,task(lgtm) add static,add static code,static code analyzer
GitHub Actions,automatic commit,commit,""
guadguadt,update,"",""
balace ballack,improved server management,server management of,management of gallery
otiny,update,"",""
ripamf2991,update prog207_1.md,prog207_1.md,""
mattdeitke,fix brokenpipeerror caused,brokenpipeerror caused by,caused by ffmpeg
Dilip Sundarraj,removed the unwanted,the unwanted tests,unwanted tests
Estefano Salazar,"added \"simbel\" e-commerce","\"simbel\" e-commerce application.",e-commerce application.
noahfranco,site is mobile,is mobile responsive,mobile responsive and
skennicutt,heading test,test,""
Bruno Barcarol Guimarães,wip,"",""
bulexu,输出节点信息,"",""
ripamf2991,update prog204_1.md,prog204_1.md,""
Devin Halladay,"fix issues, get","issues, get user",get user auth
ripamf2991,update ncyule.md,ncyule.md,""
Lee Bardon,automatically backed up,backed up by,up by learn
Markus Schirp,fix readme badges*,readme badges* drop,badges* drop defunct*
5john,2020/01/01 00:52:29,00:52:29,""
Miles P Livermont,update readme.md,readme.md,""
otiny,update,"",""
Mircea (Mark) Halmagiu,updated readme,readme,""
ripamf2991,update prog208_1.md,prog208_1.md,""
ripamf2991,update nsc1002.md,nsc1002.md,""
thelamer,bugfix for neon,for neon,neon
LaughingBudda,added member aditya,member aditya,aditya
underunderstood,[airtable-github-export] update mcflurry.geojson,update mcflurry.geojson,mcflurry.geojson
ripamf2991,update prog209_1.md,prog209_1.md,""
Alexandre-T,using symfony/flex and,symfony/flex and symfony_require,and symfony_require
otiny,update,"",""
ripamf2991,update news392.md,news392.md,""
cgschu1tz,plugins were a,were a giant,a giant waste
LesLiu94,"added domain objects,","domain objects, enums,","objects, enums, and"
Allison Chou,"implemented fix, to-do:","fix, to-do: fix",to-do: fix tests
Hazem,add python-to-exe project,python-to-exe project,project
Rohit Garudadri,fixed login button,login button flashing,button flashing (#780)
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.183,release java-8-base-0.183
osrsbox,updated monster database*,monster database* push,database* push pypi
ripamf2991,update prog210_1.md,prog210_1.md,""
Menny Even Danan,update readme.md,readme.md,""
ripamf2991,update news392_2.md,news392_2.md,""
otiny,update,"",""
xqrzd,multi-target new runtimes,new runtimes to,runtimes to enable
ripamf2991,update prog211_1.md,prog211_1.md,""
mawork1,this is the,is the thrid,the thrid file
Gavin Howard,fix the main,the main source,main source file
ripamf2991,update news2007.md,news2007.md,""
Ocean-ey,update !code description!code,!code description!code no,description!code no longer
laurent,add .env.example,.env.example,""
sabarish.sasidharan,user story #2002,story #2002,#2002
Ri Xin Yang,automatically backed up,backed up by,up by learn
ripamf2991,update prog202_2.md,prog202_2.md,""
The Tester,add report,report,""
Scott Matsuda,automatically backed up,backed up by,up by learn
ripamf2991,update news2008.md,news2008.md,""
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
Peter Davison-Reiber,title in greek,in greek test,greek test
otiny,update,"",""
Lee Bardon,automatically backed up,backed up by,up by learn
Test Author,new pr to,pr to test,to test signcla
ripamf2991,update prog207_2.md,prog207_2.md,""
davidbyoung,changed composer to,composer to prefer,to prefer stable
ripamf2991,update ncid278.md,ncid278.md,""
netdatabot,[ci skip] create,skip] create nightly,create nightly packages
Mirko Brombin,fix issue #1,issue #1,#1
Damien Elmes,drop isort req,isort req completely,req completely to
wessilfie,rebuild pages,pages,""
Andrew Leverette,update leap solution,leap solution,solution
ripamf2991,update prog204_2.md,prog204_2.md,""
numairmansur,random seed,seed,""
bot,2020-01-01t00:52+00:00 [skip ci],[skip ci],ci]
otiny,update,"",""
Mahmudul Hoque,working on password,on password reset,password reset email
ripamf2991,update ncid283.md,ncid283.md,""
Lee Bardon,automatically backed up,backed up by,up by learn
ripamf2991,update prog202_3.md,prog202_3.md,""
daneshchacko,rename metadata of,metadata of p165,of p165 tanjung
Marco Acierno,hotels,"",""
otiny,update,"",""
ItsDeltin,fixed calling variables,calling variables in,variables in indexed
ripamf2991,update ncid277.md,ncid277.md,""
Tetsu Yamazaki,merge tag '1.2.0',tag '1.2.0' into,'1.2.0' into develop
RhXKGxbwQHmTREDU,44755157,"",""
RODNEY CURL,tm focused,focused,""
Hampus,create readme,readme,""
Zack Johnson,created first maptemp,first maptemp art,maptemp art first
ripamf2991,update prog204_3.md,prog204_3.md,""
terrypacker,add role vs.,role vs. rolevo,vs. rolevo concept
Alan Field,:robot: triggering ci,triggering ci on,ci on branch
Lee Bardon,automatically backed up,backed up by,up by learn
ripamf2991,update ncid280.md,ncid280.md,""
otiny,update,"",""
langwenda,update,"",""
"Pai, Darshan S",example daily 407,daily 407,407
Rietty,"finished day 5,","day 5, 2015.","5, 2015."
gfw-breaker,同步于: 1月1日8时52分,1月1日8时52分,""
ripamf2991,update headline-news_1.md,headline-news_1.md,""
Zachary Jacobs,automatically backed up,backed up by,up by learn
Kevin Li,update devlog.txt,devlog.txt,""
ymatuhin,source changes for,changes for v2.0.2rewrote,for v2.0.2rewrote checking
ripamf2991,update ncid282.md,ncid282.md,""
limin0801,upload by picgo,by picgo,picgo
David Cornelis Groothuizen Dijkema,changed recursion rules,recursion rules to,rules to avoid
Aishwarya Pawar,add files via,files via upload,via upload
Montana Mendy,using axios/promises to,axios/promises to return,to return vuns
otiny,update,"",""
ripamf2991,update editor-pickup_1.md,editor-pickup_1.md,""
Rick Cogley,logr new post,new post 20200101-095245,post 20200101-095245
Burgess Chang,update theme,theme,""
phorton1,year end commit_push,end commit_push,commit_push
GitClock,update time,time,""
Crista Lopes,minor aesthetic improvements,aesthetic improvements,improvements
ripamf2991,update ncid282_2.md,ncid282_2.md,""
jerryfishzz,user behavior state,behavior state modificationfeat:,state modificationfeat: rename
Martin Drab,[launcher]: add the,add the first,the first implementation
Scott Matsuda,automatically backed up,backed up by,up by learn
Ling Thio,pre font-size 0.8em,font-size 0.8em,0.8em
vincenira,release v1.0.1 with,v1.0.1 with a,with a bug
GitHub Action Bot,updating data.json,data.json,""
ripamf2991,update culture-world_1.md,culture-world_1.md,""
Markus Heidt,#112 zcontroller,zcontroller,""
pentarctagon,remove windowstimeout.cpp and,windowstimeout.cpp and related.this,and related.this is
otiny,update,"",""
Adrien Tateno,implement triggers and,triggers and terminal,and terminal dimension
jekyllvn,update post.html,post.html,""
Francis Bulus,fixed font size,font size issue,size issue on
Brandon Galletta,libraries used,used,""
ripamf2991,update ncid281.md,ncid281.md,""
Tetsu Yamazaki,release v1.3.0,v1.3.0,""
Håvar Henriksen,pontoon: update norwegian,update norwegian bokmål,norwegian bokmål (nb-no)
ripamf2991,update headline-news_2.md,headline-news_2.md,""
SockPuppetry,travis ci build,ci build 187087,build 187087
Ali,add files via,files via upload,via upload
Ove,add x-axis,x-axis,""
ripamf2991,update ncid2420.md,ncid2420.md,""
otiny,update,"",""
ripamf2991,update editor-pickup_2.md,editor-pickup_2.md,""
suhuiAdmin,debug getusercardlistbyphone,getusercardlistbyphone,""
ripamf2991,update ncid279.md,ncid279.md,""
the crafty coder,linking markdown.md to,markdown.md to readme.md,to readme.md
Ofek Lev,hmm,"",""
otiny,update,"",""
kosukesaigusa,rebuilding site wed,site wed jan,wed jan
ripamf2991,update prog1135_1.md,prog1135_1.md,""
Shizcow,another slight performance,slight performance boost,performance boost in
Gábor Csárdi,add name of,name of package,of package being
ripamf2991,update nf6092.md,nf6092.md,""
thomasmarsh16,update readme.md,readme.md,""
IOhacker,adding a better,a better way,better way to
ripamf2991,update prog1135_2.md,prog1135_2.md,""
otiny,update,"",""
ftc9881,here comes everything,comes everything else,everything else
Anthony Holder,automatically backed up,backed up by,up by learn
Scott Matsuda,automatically backed up,backed up by,up by learn
FreedomFries37,more work on,work on error,on error reporting
Sungwoo Park,191227,"",""
Charlie J,gitbook: [master] 2,[master] 2 pages,2 pages modified
ripamf2991,update .md,.md,""
TechnoStudy,"day 12, practice","12, practice",practice
Ri Xin Yang,automatically backed up,backed up by,up by learn
ripamf2991,update prog1745_1.md,prog1745_1.md,""
Daniel Bennett,dramatically speed up,speed up chapter,up chapter tap
otiny,update,"",""
Eiji Akagi,update,"",""
Duncan McGreggor,tweaks for travis,for travis build.,travis build.
ripamf2991,update prog205_1.md,prog205_1.md,""
xndcn,4 items update,items update,update
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:53:02
keptn,added resources,resources,""
otiny,update,"",""
AliKhyar,created using colaboratory,using colaboratory,colaboratory
ripamf2991,update prog1138_1.md,prog1138_1.md,""
triener,latest commit,commit,""
Vashishtha Jogi,moar dark mode,dark mode support,mode support
gun1x,intermediate push to,push to prepare,to prepare sense
Ri Xin Yang,automatically backed up,backed up by,up by learn
Joshua Poirier,update readme with,readme with strategy,with strategy for
otiny,update,"",""
Alan Nguyen,resize canvas,canvas,""
ripamf2991,update prog1647_1.md,prog1647_1.md,""
gforney,soure: rename directories,rename directories containing,directories containing glut
Sarah Weaver,update index.html,index.html,""
Aishwarya Pawar,delete one,one,""
GSantos23,"[rpsgame.py] -- rock,","-- rock, paper,","rock, paper, scissor"
Shizcow,another slight performance,slight performance boost,performance boost in
slskopytko,utfgdzwbwu,"",""
Davi Silva,.,"",""
Bowen Zhang,add net.interface.has(),net.interface.has(),""
EricDalrymple91,update mushroom jerky,mushroom jerky table....yet,jerky table....yet again
TigerMuskellunge,update lakes.css,lakes.css,""
Jan-Markus Langer,belohnend,"",""
mistermochi,upload from gas,from gas,gas
JavierCollipal,"typescript changes works,","changes works, its","works, its time"
Aaron Clayton,"added jshint, removed","jshint, removed all",removed all current
ripamf2991,update prog447_1.md,prog447_1.md,""
Sarah,adding readme,readme,""
unknown,recap,"",""
otiny,update,"",""
Thomas H Bahng,upload files,files,""
Holiday Tang,commit,"",""
OPSTestProduction,delete file e2e_docsbranch_prod_dynamic/index.yml,file e2e_docsbranch_prod_dynamic/index.yml at,e2e_docsbranch_prod_dynamic/index.yml at 2020-01-01
William Whitworth,edit profile,profile,""
dancoe77,second commit,commit,""
ripamf2991,update prog1530_1.md,prog1530_1.md,""
m6ram,2019.12.31-h0p3.wiki-index.html,"",""
sourceconnect-tests,e2e test 2020-01-01t00:52:01.644728,test 2020-01-01t00:52:01.644728,2020-01-01t00:52:01.644728
Elijah Christensen,updated readme,readme,""
lupantech,polish new template:,"new template: layout,","template: layout, bibs,"
Michael BAILLY,add application layout,application layout documentation,layout documentation file.this
ripamf2991,update prog1704_1.md,prog1704_1.md,""
Cubity,updated ranks,ranks,""
Evan Coulson,added libvips to,libvips to install,to install
otiny,update,"",""
"Nicolas \"Pixel\" Noble",adding pio dev's,pio dev's verilog,dev's verilog files.
limin0801,upload by picgo,by picgo,picgo
Riccardo Calligaro,tested project in,project in ios,in ios environmentadded
Ri Xin Yang,automatically backed up,backed up by,up by learn
Rohan Murthy,remove check and,check and fix,and fix check
ripamf2991,update prog422209_1.md,prog422209_1.md,""
Mark Kolich,"hello, world!",world!,""
allinoneapps,cron update 1/1/20,update 1/1/20 12:53:13,1/1/20 12:53:13 am
Andrell Bower,date modified from,modified from 2019-12-30,from 2019-12-30 to
Stepan Koltsov,minor cleanup merge,cleanup merge from,merge from master
keptn,added resources,resources,""
